sku,productType,canonicalGroupId,imageStatus,requestedImageStatus,mainImageAssetId,sourceStatus,published,titleEn,categoryId,materialIds,gsmOrThickness,applications
"KH-FD-CUPFAN-240-PR-154","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PE-155","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-156","paper-cup-fan","paper-cup-fan-product-ice-cream-cup-paper-china-factory-high-quality-printed-and-personalized-disposable-for-making-machine-for-paper-cup-logo-printer","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-157","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-158","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-159","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-160","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-161","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-162","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-for-china-factory-price-custom-design-for-paper-cup-for-vending-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-163","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-164","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-165","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-166","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-167","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-168","paper-cup-fan","paper-cup-fan-product-coated-cup-fan-paper-china-high-quality-printed-and-personalized-disposable-food-grade-for-machine-production-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PR-169","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-170","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-171","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-172","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-173","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-174","paper-cup-fan","paper-cup-fan-product-prepared-paper-for-oz6-cups-by-tons-for-china-factory-price-custom-design-for-cone-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-175","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-PE-176","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PR-177","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PR-178","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PE-179","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-MC-180","paper-cup-fan","paper-cup-fan-product-paper-cup-fan-raw-material-in-taiwan-for-china-factory-price-custom-design-for-paper-soup-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-230-PE-181","paper-cup-fan","paper-cup-fan-product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-240-PE-182","paper-cup-fan","paper-cup-fan-product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-250-PR-183","paper-cup-fan","paper-cup-fan-product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-280-PE-184","paper-cup-fan","paper-cup-fan-product-wenzhou-pe-coated-paper-roll-hot-tea-raw-material-for-paper-cup-custom-width","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPFAN-300-PR-185","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PR-186","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-187","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PE-188","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-MC-189","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-190","paper-cup-fan","paper-cup-fan-product-wholesale-high-quality-waterproof-pe-coated-disposable-raw-material-for-coffee-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-210-PR-191","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-kraft-paper","210gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-230-PR-192","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-kraft-paper","230gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-240-PE-193","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-kraft-paper","240gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-250-PR-194","paper-cup-fan","paper-cup-fan-product-paper-cup-raw-material-roll-china-high-quality-printed-and-personalized-disposable-for-kraft-paper-cup-soup-bucket-disposable","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-kraft-paper","250gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPFAN-210-PE-195","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-MC-196","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PE-197","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-250-PR-198","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-280-PR-199","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-300-PE-200","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-for-cups-for-china-factory-price-custom-design-for-glue-for-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-201","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-202","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-190-PE-203","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-210-PR-204","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","210gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-230-MC-205","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","230gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-240-PE-206","paper-cup-fan","paper-cup-fan-product-coffee-cups-pe-coated-paper-for-china-factory-price-custom-design-for-price-of-paper-cup","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","240gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPBOT-150-PE-207","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Bottom Roll","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-170-PR-208","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Bottom Roll","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-180-PE-209","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Bottom Roll","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","纸杯底部、纸碗底部"
"KH-FD-CUPBOT-190-PE-210","paper-cup-fan","paper-cup-fan-product-pe-coated-paper-cup-bottom-roll-for-china-factory-price-custom-design-for-big-size-paper-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Bottom Roll","food-grade-paper","food-grade-white-board; cupstock-paper","190gsm","纸杯底部、纸碗底部"
"KH-FD-CUPFAN-300-PR-211","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-320-PE-212","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-350-PR-213","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-150-PR-214","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-170-PE-215","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPFAN-180-PR-216","paper-cup-fan","paper-cup-fan-product-paper-cup-making-paper-for-china-factory-price-custom-design-for-paper-bubble-tea-cups","representative","representative","kh-cupfan-family-representative","confirmed","true","Paper Cup Fan","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","热饮杯、咖啡杯、纸碗、饮料杯"
"KH-FD-CUPROLL-350-PE-217","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-150-PE-218","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-170-PR-219","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPROLL-180-PE-220","paper-cup-fan","paper-cup-fan-product-jumbo-roll-cup-stock-paper-pe-coated-for-paper-cup-for-china-factory-price-custom-design-for-woosung-paper-cup-machine","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Roll for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","180gsm","纸杯、纸碗、咖啡杯原纸"
"KH-FD-CUPSHEET-250-PE-221","paper-cup-fan","paper-cup-fan-product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","250gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-280-PE-222","paper-cup-fan","paper-cup-fan-product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-300-PE-223","paper-cup-fan","paper-cup-fan-product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-320-PE-224","paper-cup-fan","paper-cup-fan-product-factory-supply-plain-pe-coated-paper-cup-sheet-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-320-PR-225","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","320gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-350-PR-226","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","350gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-150-PR-227","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","150gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-170-PR-228","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coated-paper-cup-sheets-raw-material-for-flexography-digital-printing-usage","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","170gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-280-PE-229","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coating-coffee-paper-cup-sheets-raw-material-for-flexography-printing","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","280gsm","纸杯、纸碗、食品容器片材"
"KH-FD-CUPSHEET-300-PE-230","paper-cup-fan","paper-cup-fan-product-custom-size-single-double-wall-pe-coating-coffee-paper-cup-sheets-raw-material-for-flexography-printing","representative","representative","kh-cupfan-family-representative","confirmed","true","PE Coated Paper Sheet for Paper Cup","food-grade-paper","food-grade-white-board; cupstock-paper","300gsm","纸杯、纸碗、食品容器片材"
